Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
2019-08-26,11000.3,11070.3,10756.55,11057.85,684141923.0,22375.99
2019-08-27,11106.55,11141.75,11049.5,11105.35,685551267.0,27413.16
2019-08-28,11101.3,11129.65,10987.65,11046.1,549954696.0,16739.43
2019-08-29,10996.05,11021.1,10922.4,10948.3,649876160.0,20127.77
2019-08-30,10987.8,11042.6,10874.8,11023.25,628154431.0,21057.31
2019-09-03,10960.95,10967.5,10772.7,10797.9,483038985.0,16595.6
2019-09-04,10790.4,10858.75,10746.35,10844.65,508784352.0,19195.1
2019-09-05,10860.95,10920.1,10816.0,10847.9,595699267.0,18279.88
2019-09-06,10883.8,10957.05,10867.45,10946.2,497214445.0,18167.78
2019-09-09,10936.7,11028.85,10889.8,11003.05,412471067.0,14762.07
2019-09-11,11028.5,11054.8,11011.65,11035.7,687140326.0,19550.59
2019-09-12,11058.3,11081.75,10964.95,10982.8,551436050.0,17510.17
2019-09-13,10986.8,11084.45,10945.75,11075.9,624305151.0,18012.76
2019-09-16,10994.85,11052.7,10968.2,11003.5,434449776.0,15786.17
2019-09-17,11000.1,11000.1,10796.5,10817.6,482013044.0,17721.93
2019-09-18,10872.8,10885.15,10804.85,10840.65,519155072.0,16784.43
2019-09-19,10845.2,10845.2,10670.25,10704.8,642599183.0,16642.83
2019-09-20,10746.8,11381.9,10691.0,11274.2,1356767450.0,54081.53
2019-09-23,11542.7,11694.85,11471.35,11600.2,882826741.0,40005.01
2019-09-24,11590.7,11655.05,11539.2,11588.2,651722255.0,26930.07
2019-09-25,11564.85,11564.95,11416.1,11440.2,629054640.0,25266.24
2019-09-26,11469.85,11610.85,11466.35,11571.2,844465614.0,30707.84
2019-09-27,11556.35,11593.6,11499.75,11512.4,650017280.0,19036.94
2019-09-30,11491.15,11508.25,11390.8,11474.45,756848686.0,23748.07
2019-10-01,11515.4,11554.2,11247.9,11359.9,1305415159.0,28972.72
2019-10-03,11322.25,11370.4,11257.35,11314.0,1017479514.0,21658.38
2019-10-04,11388.45,11400.3,11158.35,11174.75,928524450.0,22470.76
2019-10-07,11196.2,11233.85,11112.65,11126.4,733198763.0,18641.37
2019-10-09,11152.95,11321.6,11090.15,11313.3,741148639.0,20961.54
2019-10-10,11280.5,11293.35,11208.55,11234.55,562017945.0,19234.31
2019-10-11,11257.7,11362.9,11189.4,11305.05,737795150.0,22511.39
2019-10-14,11335.9,11420.45,11290.05,11341.15,587579191.0,17499.48
2019-10-15,11360.85,11462.35,11342.1,11428.3,527396180.0,17041.55
2019-10-16,11464.95,11481.05,11411.1,11464.0,533468525.0,18266.06
2019-10-17,11466.3,11599.1,11439.65,11586.35,797572398.0,20839.2
2019-10-18,11580.3,11684.7,11553.15,11661.85,853440208.0,22315.99
2019-10-22,11657.15,11714.35,11573.65,11588.35,867601307.0,29726.27
2019-10-23,11596.2,11651.6,11554.4,11604.1,664159887.0,23397.69
2019-10-24,11661.65,11679.6,11534.65,11582.6,700481662.0,25177.46
2019-10-25,11646.15,11646.9,11490.75,11583.9,812027840.0,23611.51
2019-10-27,11662.25,11672.4,11604.6,11627.15,161779004.0,3548.21
2019-10-29,11643.95,11809.4,11627.35,11786.85,951722529.0,27054.87
2019-10-30,11883.9,11883.95,11784.45,11844.1,725219760.0,22672.18
2019-10-31,11890.45,11945.0,11855.1,11877.45,1414837250.0,31304.73
2019-11-01,11886.6,11918.3,11843.35,11890.6,855338495.0,24933.55
2019-11-04,11928.9,11989.15,11905.35,11941.3,823050457.0,23203.88
2019-11-05,11974.6,11978.95,11861.9,11917.2,631952071.0,20995.88
2019-11-06,11911.5,12002.9,11850.25,11966.05,603351290.0,23324.97
2019-11-07,12021.1,12021.4,11946.85,12012.05,562963817.0,20898.24
2019-11-08,11987.15,12034.15,11888.75,11908.15,789254360.0,22931.52
2019-11-11,11879.2,11932.65,11853.95,11913.45,548979515.0,16548.47
2019-11-13,11908.3,11946.8,11823.2,11840.45,659035969.0,20401.5
2019-11-14,11858.75,11895.65,11802.65,11872.1,559494025.0,19114.86
2019-11-15,11904.2,11973.65,11879.25,11895.45,580154179.0,22350.63
2019-11-18,11915.15,11946.2,11867.6,11884.5,514352437.0,17991.41
2019-11-19,11919.45,11958.85,11881.75,11940.1,613909679.0,21574.84
2019-11-20,12004.75,12038.6,11966.05,11999.1,646661147.0,24341.14
2019-11-21,12025.65,12028.2,11956.9,11968.4,557685781.0,21609.99
2019-11-22,11967.3,11968.1,11883.5,11914.4,486815185.0,19243.57
2019-11-25,11922.45,12084.5,11919.75,12073.75,534289467.0,19990.44
2019-11-26,12110.2,12132.45,12006.35,12037.7,1201335831.0,46030.62
2019-11-27,12068.5,12114.9,12055.15,12100.7,584226618.0,19937.4
2019-11-28,12132.1,12158.8,12099.95,12151.15,620479403.0,21229.58
2019-11-29,12146.2,12147.4,12017.4,12056.05,804430391.0,21838.04
2019-12-02,12137.05,12137.15,12023.7,12048.2,720945335.0,23113.18
2019-12-03,12067.65,12068.6,11956.4,11994.2,605789334.0,18203.76
2019-12-04,11969.95,12054.7,11935.3,12043.2,747193818.0,22132.83
2019-12-05,12071.25,12081.2,11998.75,12018.4,562228745.0,19589.81
2019-12-06,12047.35,12057.05,11888.85,11921.5,609221205.0,18245.49
2019-12-09,11939.1,11981.95,11888.05,11937.5,599115748.0,16672.87
2019-12-10,11950.5,11953.2,11844.7,11856.8,650219487.0,16514.63
2019-12-11,11867.35,11923.2,11832.3,11910.15,997655048.0,18760.57
2019-12-12,11944.3,12005.5,11934.0,11971.8,752617138.0,18401.22
2019-12-13,12026.4,12098.85,12023.6,12086.7,597712516.0,20626.8
2019-12-16,12131.35,12134.65,12046.3,12053.95,437703921.0,16110.34
2019-12-17,12082.45,12182.75,12070.35,12165.0,499585789.0,20968.79
2019-12-18,12197.0,12237.7,12163.45,12221.65,518854651.0,22341.06
2019-12-19,12223.4,12268.35,12191.15,12259.7,623049839.0,19761.9
2019-12-20,12266.45,12293.9,12252.75,12271.8,810676090.0,25750.24
2019-12-23,12235.45,12287.15,12213.25,12262.75,604782354.0,18078.23
2019-12-24,12269.25,12283.7,12202.1,12214.55,470290298.0,13864.56
2019-12-26,12211.85,12221.55,12118.85,12126.55,520326632.0,16362.31
2019-12-27,12172.9,12258.45,12157.9,12245.8,383788556.0,13676.2
2019-12-30,12274.9,12286.45,12213.8,12255.85,411084614.0,14556.73
2019-12-31,12247.1,12247.1,12151.8,12168.45,426931711.0,14812.89
2020-01-01,12202.15,12222.2,12165.3,12182.5,304078039.0,10445.68
2020-01-02,12198.55,12289.9,12195.25,12282.2,407697594.0,15256.55
2020-01-03,12261.1,12265.6,12191.35,12226.65,428770054.0,16827.27
2020-01-06,12170.6,12179.1,11974.2,11993.05,396501419.0,16869.22
2020-01-07,12079.1,12152.15,12005.35,12052.95,447818617.0,17797.68
2020-01-08,11939.1,12044.95,11929.6,12025.35,445991640.0,18281.15
2020-01-09,12153.15,12224.05,12132.55,12215.9,477469878.0,18456.64
2020-01-10,12271.0,12311.2,12213.2,12256.8,660627930.0,18818.62
2020-01-13,12296.7,12337.75,12285.8,12329.55,500968242.0,17522.13
2020-01-14,12333.1,12374.25,12308.7,12362.3,616260555.0,17948.92
2020-01-15,12349.4,12355.15,12278.75,12343.3,684352965.0,17882.51
2020-01-16,12347.1,12389.05,12315.8,12355.5,395670245.0,16004.06
2020-01-17,12328.4,12385.45,12321.4,12352.35,502060615.0,21397.63
2020-01-20,12430.5,12430.5,12216.9,12224.55,491609317.0,21415.43
2020-01-21,12195.3,12230.05,12162.3,12169.85,443976442.0,18682.65
2020-01-22,12218.35,12225.05,12087.9,12106.9,526294513.0,19758.68
2020-01-23,12123.75,12189.0,12094.1,12180.35,867653663.0,23829.39
2020-01-24,12174.55,12272.15,12149.65,12248.25,593237908.0,18032.27
2020-01-27,12197.1,12216.6,12107.0,12119.0,441158138.0,17988.61
2020-01-28,12148.1,12163.55,12024.5,12055.8,478484057.0,20917.62
2020-01-29,12114.9,12169.6,12103.8,12129.5,514362340.0,20646.18
2020-01-30,12147.75,12150.3,12010.6,12035.8,538138743.0,19372.67
2020-01-31,12100.4,12103.55,11945.85,11962.1,771278258.0,26044.91
2020-02-01,11939.0,12017.35,11633.3,11661.85,537634767.0,20598.12
2020-02-03,11627.45,11749.85,11614.5,11707.9,669815788.0,25415.26
2020-02-04,11786.25,11986.15,11783.4,11979.65,560430291.0,22338.5
2020-02-05,12005.85,12098.15,11953.35,12089.15,758032580.0,22998.05
2020-02-06,12120.0,12160.6,12084.65,12137.95,565116236.0,21735.92
2020-02-07,12151.15,12154.7,12073.95,12098.35,473475144.0,16339.61
2020-02-10,12102.35,12103.55,11990.75,12031.5,525674715.0,17185.14
2020-02-11,12108.4,12172.3,12099.0,12107.9,480491557.0,16209.52
2020-02-12,12151.0,12231.75,12144.3,12201.2,412399174.0,16598.33
2020-02-13,12219.55,12225.65,12139.8,12174.65,501510138.0,16315.27
2020-02-14,12190.15,12246.7,12091.2,12113.45,623053270.0,20759.51
2020-02-17,12131.8,12159.6,12037.0,12045.8,455412408.0,15439.55
2020-02-18,12028.25,12030.75,11908.05,11992.5,677307424.0,18853.0
2020-02-19,12090.6,12134.7,12042.1,12125.9,514030605.0,17610.89
2020-02-20,12119.0,12152.0,12071.45,12080.85,502875583.0,18831.51
2020-02-24,12012.55,12012.55,11813.4,11829.4,491224913.0,19421.04
2020-02-25,11877.5,11883.05,11779.9,11797.9,461349973.0,18510.82
2020-02-26,11738.55,11783.25,11639.6,11678.5,567990976.0,21887.07
2020-02-27,11661.25,11663.85,11536.7,11633.3,609266324.0,21623.47
2020-02-28,11382.0,11384.8,11175.05,11201.75,810523106.0,32297.15
2020-03-02,11387.35,11433.0,11036.25,11132.75,681148567.0,24204.55
2020-03-03,11217.55,11342.25,11152.55,11303.3,696919348.0,23281.2
2020-03-04,11351.35,11356.6,11082.15,11251.0,798021596.0,26928.46
2020-03-05,11306.05,11389.5,11244.6,11269.0,1353209029.0,26980.65
2020-03-06,10942.65,11035.1,10827.4,10989.45,1811564187.0,26455.29
2020-03-09,10742.05,10751.55,10294.45,10451.45,1566119057.0,35151.79
2020-03-11,10334.3,10545.1,10334.0,10458.4,1219079693.0,32548.47
2020-03-12,10039.95,10040.75,9508.0,9590.15,1344263317.0,39283.97
2020-03-13,9107.6,10159.4,8555.15,9955.2,1389061775.0,44167.89
2020-03-16,9587.8,9602.2,9165.1,9197.4,898523271.0,29181.8
2020-03-17,9285.4,9403.8,8915.6,8967.05,936185892.0,28004.16
2020-03-18,9088.45,9127.55,8407.05,8468.8,1517275761.0,39256.71
2020-03-19,8063.3,8575.45,7832.55,8263.45,926508824.0,34274.23
2020-03-20,8284.45,8883.0,8178.2,8745.45,1072263600.0,37321.25
2020-03-23,7945.7,8159.25,7583.6,7610.25,654151814.0,23891.9
2020-03-24,7848.3,8036.95,7511.1,7801.05,739354439.0,28282.09
2020-03-25,7735.15,8376.75,7714.75,8317.85,738114713.0,28482.01
2020-03-26,8451.0,8749.05,8304.9,8641.45,866534643.0,32228.31
2020-03-27,8949.1,9038.9,8522.9,8660.25,801923401.0,31336.86
2020-03-30,8385.95,8576.0,8244.0,8281.1,593953051.0,24724.44
2020-03-31,8529.35,8678.3,8358.0,8597.75,713390935.0,27401.3
2020-04-01,8584.1,8588.1,8198.35,8253.8,507509685.0,21307.3
2020-04-03,8356.55,8356.55,8055.8,8083.8,697752438.0,26561.18
2020-04-07,8446.3,8819.4,8360.95,8792.2,815245226.0,35206.69
2020-04-08,8688.9,9131.7,8653.9,8748.75,897562690.0,37641.68
2020-04-09,8973.05,9128.35,8904.55,9111.9,743036134.0,32907.82
2020-04-13,9103.95,9112.05,8912.4,8993.85,644468815.0,26749.06
2020-04-15,9196.4,9261.2,8874.1,8925.3,880159358.0,41878.64
2020-04-16,8851.25,9053.75,8821.9,8992.8,720116479.0,31318.29
2020-04-17,9323.45,9324.0,9091.35,9266.75,684910520.0,33334.73
2020-04-20,9390.2,9390.85,9230.8,9261.85,726364699.0,28620.91
2020-04-21,9016.95,9044.4,8909.4,8981.45,655122903.0,28273.89
2020-04-22,9026.75,9209.75,8946.25,9187.3,734383388.0,33981.82
2020-04-23,9232.35,9343.6,9170.15,9313.9,666650462.0,30270.55
2020-04-24,9163.9,9296.9,9141.3,9154.4,659439249.0,32859.05
2020-04-27,9259.7,9377.1,9250.35,9282.3,512793298.0,26696.54
2020-04-28,9389.8,9404.4,9260.0,9380.9,614548983.0,30091.41
2020-04-29,9408.6,9599.85,9392.35,9553.35,653026950.0,31673.23
2020-04-30,9753.5,9889.05,9731.5,9859.9,931173802.0,39332.46
2020-05-04,9533.5,9533.5,9266.95,9293.5,687487134.0,29785.95
2020-05-05,9429.4,9450.9,9190.75,9205.6,725196178.0,29700.2
2020-05-06,9226.8,9346.9,9116.5,9270.9,722185448.0,30798.1
2020-05-07,9234.05,9277.85,9175.9,9199.05,708740416.0,59705.53
2020-05-08,9376.95,9382.65,9238.2,9251.5,609053504.0,30743.45
2020-05-11,9348.15,9439.9,9219.95,9239.2,704647074.0,31048.47
2020-05-12,9168.85,9240.85,9043.95,9196.55,805458787.0,37706.27
2020-05-13,9584.2,9584.5,9351.1,9383.55,846395245.0,36488.9
2020-05-14,9213.95,9281.1,9119.75,9142.75,602555564.0,29541.59
2020-05-15,9182.4,9182.4,9050.0,9136.85,575857112.0,25847.33
2020-05-18,9158.3,9158.3,8806.75,8823.25,772983297.0,33347.46
2020-05-19,8961.7,9030.35,8855.3,8879.1,762152894.0,32026.94
2020-05-20,8889.15,9093.8,8875.35,9066.55,622308140.0,30721.99
2020-05-21,9079.45,9178.55,9056.1,9106.25,631542699.0,28303.51
2020-05-22,9067.9,9149.6,8968.55,9039.25,675759336.0,31625.47
2020-05-26,9099.75,9161.65,8996.65,9029.05,654959960.0,30871.59
2020-05-27,9082.2,9334.0,9004.25,9314.95,763492487.0,34603.88
2020-05-28,9364.95,9511.25,9336.5,9490.1,837911425.0,37761.91
2020-05-29,9422.2,9598.85,9376.9,9580.3,967005438.0,45006.25
2020-06-01,9726.85,9931.6,9706.95,9826.15,794183122.0,38096.92
2020-06-02,9880.85,9995.6,9824.05,9979.1,770192848.0,36723.11
2020-06-03,10108.3,10176.2,10035.55,10061.55,794664422.0,38343.61
2020-06-04,10054.25,10123.85,9944.25,10029.1,775106567.0,36399.04
2020-06-05,10093.8,10177.8,10040.75,10142.15,987122302.0,37824.63
2020-06-08,10326.75,10328.5,10120.25,10167.45,936485541.0,37819.06
2020-06-09,10181.15,10291.15,10021.45,10046.65,754217460.0,36201.05
2020-06-10,10072.6,10148.75,10036.85,10116.15,632383068.0,28485.47
2020-06-11,10094.1,10112.05,9885.05,9902.0,715453486.0,30813.85
2020-06-12,9544.95,9996.05,9544.35,9972.9,796306399.0,36505.77
2020-06-15,9919.35,9943.35,9726.35,9813.7,716053036.0,31926.65
2020-06-16,10014.8,10046.15,9728.5,9914.0,899895044.0,36257.89
2020-06-17,9876.7,10003.6,9833.8,9881.15,685418390.0,30700.69
2020-06-18,9863.25,10111.2,9845.05,10091.65,622895963.0,28594.32
2020-06-19,10119.0,10272.4,10072.65,10244.4,892096343.0,48103.56
2020-06-22,10318.75,10393.65,10277.6,10311.2,685385093.0,35529.8
2020-06-23,10347.95,10484.7,10301.75,10471.0,669195109.0,34148.13
2020-06-24,10529.25,10553.15,10281.95,10305.3,854799801.0,41394.45
2020-06-25,10235.55,10361.8,10194.5,10288.9,994190886.0,41726.07
